cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,pred_pre,pred_pre_sig,trde_tern_rt
1316000,271370,359887,20150116,1334000,1334000,1313000,-18000,5,+0.18
1334000,282078,378298,20150115,1345000,1349000,1329000,-11000,5,+0.19
1345000,286645,385455,20150114,1339000,1355000,1335000,+6000,2,+0.19
1339000,245868,324625,20150113,1314000,1340000,1300000,+23000,2,+0.17
1316000,166508,218689,20150112,1313000,1319000,1301000,+2000,2,+0.11
1314000,186248,245375,20150109,1314000,1322000,1314000,0,3,+0.13
1314000,289552,376898,20150108,1339000,1339000,1310000,+7000,2,+0.20
1307000,286455,372136,20150107,1294000,1311000,1282000,+12000,2,+0.19
1295000,304710,396554,20150106,1315000,1317000,1288000,-38000,5,+0.21
1333000,202790,269329,20150105,1336000,1336000,1313000,+3000,2,+0.14
1330000,175499,230643,20150102,1340000,1340000,1327000,+3000,2,+0.12
1327000,212982,282886,20141230,1330000,1335000,1321000,-2000,5,+0.14
1329000,192749,258652,20141229,1345000,1347000,1329000,-23000,5,+0.13
1352000,229762,310175,20141226,1343000,1355000,1343000,+9000,2,+0.16
1343000,125140,167792,20141224,1339000,1343000,1339000,+4000,2,+0.08
1339000,219527,295089,20141223,1346000,1349000,1337000,-6000,5,+0.15
1345000,358877,478578,20141222,1345000,1347000,1318000,+17000,2,+0.24
1328000,367130,482865,20141219,1294000,1328000,1287000,+62000,2,+0.25
1266000,236165,298785,20141218,1266000,1279000,1252000,0,3,+0.16
1266000,261773,333413,20141217,1279000,1283000,1253000,-13000,5,+0.18
1279000,257895,329237,20141216,1270000,1289000,1268000,+6000,2,+0.18
1273000,286759,365238,20141215,1280000,1280000,1260000,-13000,5,+0.19
1286000,287945,372883,20141212,1303000,1304000,1274000,-19000,5,+0.20
1305000,409817,537262,20141211,1317000,1319000,1294000,-12000,5,+0.28
1317000,319556,426377,20141210,1346000,1346000,1317000,-32000,5,+0.22
1349000,271062,362971,20141209,1319000,1357000,1319000,+30000,2,+0.18
1319000,158331,207718,20141208,1303000,1321000,1302000,+17000,2,+0.11
1302000,112756,146924,20141205,1314000,1314000,1300000,+2000,2,+0.08
1300000,177427,230657,20141204,1302000,1303000,1298000,+2000,2,+0.12
1298000,194710,252638,20141203,1300000,1301000,1295000,+3000,2,+0.13
1295000,184454,237875,20141202,1295000,1295000,1266000,0,3,+0.13
1295000,257337,332680,20141201,1294000,1298000,1287000,+8000,2,+0.17
1287000,196891,253015,20141128,1295000,1296000,1274000,+23000,2,+0.13
1264000,887556,1138593,20141127,1273000,1301000,1264000,+63000,2,+0.60
1201000,245758,295899,20141126,1190000,1211000,1182000,+11000,2,+0.17
1190000,356221,425758,20141125,1224000,1224000,1190000,-30000,5,+0.24
1220000,205686,251850,20141124,1247000,1248000,1210000,-3000,5,+0.14
1223000,246727,301199,20141121,1219000,1226000,1217000,+13000,2,+0.17
1210000,200483,242418,20141120,1206000,1220000,1206000,-8000,5,+0.14
1218000,250055,305058,20141119,1238000,1238000,1212000,-2000,5,+0.17
1220000,215094,262965,20141118,1220000,1227000,1215000,+15000,2,+0.15
1205000,193879,233871,20141117,1190000,1220000,1182000,+11000,2,+0.13
1194000,212435,252613,20141114,1201000,1201000,1180000,-6000,5,+0.14
1200000,230943,278772,20141113,1228000,1232000,1199000,-30000,5,+0.16
1230000,181592,223101,20141112,1231000,1234000,1219000,-1000,5,+0.12
1231000,242828,300667,20141111,1255000,1261000,1227000,-37000,5,+0.16
1268000,384058,480698,20141110,1226000,1269000,1222000,+62000,2,+0.26
1206000,120604,145306,20141107,1218000,1218000,1195000,+2000,2,+0.08
1204000,171403,206073,20141106,1198000,1210000,1193000,+2000,2,+0.12
1202000,203243,244824,20141105,1215000,1225000,1194000,-15000,5,+0.14
1217000,260006,317692,20141104,1219000,1242000,1205000,-18000,5,+0.18
1235000,269516,331916,20141103,1250000,1252000,1216000,-9000,5,+0.18
1244000,772463,950648,20141031,1198000,1250000,1185000,+63000,2,+0.52
1181000,491339,574449,20141030,1129000,1183000,1115000,+51000,2,+0.33
1130000,274522,306696,20141029,1100000,1130000,1090000,+39000,2,+0.19
1091000,124877,136476,20141028,1090000,1100000,1086000,-4000,5,+0.08
1095000,167772,183169,20141027,1101000,1111000,1087000,-17000,5,+0.11
1112000,167569,184735,20141024,1103000,1112000,1092000,+18000,2,+0.11
1094000,170118,186675,20141023,1113000,1113000,1090000,-10000,5,+0.12
1104000,222554,244323,20141022,1097000,1104000,1090000,+21000,2,+0.15
1083000,235321,255718,20141021,1094000,1100000,1081000,-23000,5,+0.16
1106000,189535,210109,20141020,1115000,1117000,1101000,+17000,2,+0.13
1089000,325635,356927,20141017,1106000,1115000,1087000,-26000,5,+0.22
1115000,302966,336974,20141016,1116000,1121000,1104000,-10000,5,+0.21
1125000,282872,320004,20141015,1128000,1145000,1120000,-2000,5,+0.19
1127000,331451,375868,20141014,1127000,1146000,1120000,+19000,2,+0.23
1108000,226895,250757,20141013,1082000,1127000,1078000,+3000,2,+0.15
1105000,436749,481768,20141010,1100000,1114000,1099000,-25000,5,+0.30
1130000,294411,333182,20141008,1142000,1151000,1124000,-32000,5,+0.20
1162000,202983,237275,20141007,1162000,1186000,1162000,+11000,2,+0.14
1151000,425058,486704,20141006,1145000,1156000,1138000,+10000,2,+0.29
1141000,254655,292196,20141002,1165000,1165000,1141000,-15000,5,+0.17
1156000,238596,277756,20141001,1174000,1183000,1156000,-28000,5,+0.16
1184000,247586,291520,20140930,1185000,1188000,1165000,-11000,5,+0.17
1195000,188020,223909,20140929,1193000,1200000,1170000,+10000,2,+0.13
1185000,248271,291540,20140926,1152000,1185000,1148000,+29000,2,+0.17
1156000,388290,448763,20140925,1162000,1166000,1147000,+6000,2,+0.26
1150000,315784,362779,20140924,1152000,1161000,1141000,-11000,5,+0.21
1161000,390828,456675,20140923,1178000,1185000,1161000,-27000,5,+0.27
1188000,320442,380648,20140922,1204000,1204000,1180000,-22000,5,+0.22
1210000,268701,325351,20140919,1223000,1223000,1206000,0,3,+0.18
1210000,189535,229596,20140918,1230000,1230000,1204000,-16000,5,+0.13
1226000,150915,184052,20140917,1207000,1226000,1207000,+20000,2,+0.10
1206000,141848,171740,20140916,1208000,1215000,1201000,+6000,2,+0.10
1200000,143230,172049,20140915,1207000,1208000,1196000,-1000,5,+0.10
1201000,217447,261265,20140912,1200000,1208000,1200000,+9000,2,+0.15
1192000,466184,558830,20140911,1200000,1207000,1192000,-9000,5,+0.32
1201000,215408,259135,20140905,1215000,1216000,1195000,-9000,5,+0.15
1210000,241999,292891,20140904,1210000,1216000,1202000,+21000,2,+0.16
1189000,424775,505126,20140903,1200000,1200000,1180000,-5000,5,+0.29
1194000,317992,383034,20140902,1221000,1225000,1194000,-32000,5,+0.22
1226000,113281,139006,20140901,1236000,1237000,1224000,-8000,5,+0.08
1234000,291165,359339,20140829,1238000,1238000,1228000,-8000,5,+0.20
1242000,206237,257696,20140828,1258000,1258000,1236000,+12000,2,+0.14
1230000,243420,299113,20140827,1223000,1237000,1222000,+8000,2,+0.17
1222000,214389,262592,20140826,1235000,1235000,1221000,-6000,5,+0.15
1228000,231544,283583,20140825,1231000,1231000,1221000,-19000,5,+0.16
1247000,168153,208821,20140822,1245000,1247000,1235000,+12000,2,+0.11
1235000,342108,425455,20140821,1255000,1261000,1231000,-26000,5,+0.23
1261000,188612,237838,20140820,1264000,1271000,1251000,+7000,2,+0.13
1254000,200888,253481,20140819,1264000,1273000,1253000,+4000,2,+0.14
1250000,210379,265092,20140818,1279000,1280000,1250000,-11000,5,+0.14
1261000,208947,264970,20140814,1274000,1282000,1254000,-3000,5,+0.14
1264000,256900,323532,20140813,1275000,1275000,1248000,-2000,5,+0.17
1266000,179914,229292,20140812,1270000,1294000,1262000,-4000,5,+0.12
1270000,372385,473209,20140811,1275000,1282000,1257000,+20000,2,+0.25
1250000,412429,519155,20140808,1284000,1285000,1248000,-40000,5,+0.28
1290000,190545,246184,20140807,1300000,1302000,1285000,-10000,5,+0.13
1300000,216602,282097,20140806,1306000,1316000,1295000,-16000,5,+0.15
1316000,172529,226277,20140805,1301000,1321000,1300000,-1000,5,+0.12
1317000,241335,315399,20140804,1300000,1317000,1291000,+25000,2,+0.16
1292000,564621,737446,20140801,1305000,1328000,1292000,-51000,5,+0.38
1343000,487027,658743,20140731,1374000,1385000,1336000,-52000,5,+0.33
1395000,347189,484912,20140730,1388000,1408000,1374000,+9000,2,+0.24
1386000,256186,353152,20140729,1355000,1388000,1353000,+28000,2,+0.17
1358000,179851,243885,20140728,1355000,1367000,1344000,+3000,2,+0.12
1355000,175803,236899,20140725,1346000,1355000,1335000,0,3,+0.12
1355000,161034,218001,20140724,1350000,1358000,1331000,+17000,2,+0.11
1338000,128346,172216,20140723,1354000,1357000,1335000,-10000,5,+0.09
1348000,126019,170129,20140722,1348000,1358000,1345000,-5000,5,+0.09
1353000,161199,218070,20140721,1349000,1360000,1343000,+10000,2,+0.11
1343000,194853,258899,20140718,1315000,1343000,1314000,+13000,2,+0.13
1330000,218454,290564,20140717,1326000,1335000,1320000,+9000,2,+0.15
1321000,182284,240267,20140716,1313000,1323000,1311000,+1000,2,+0.12
1320000,239521,313974,20140715,1300000,1323000,1297000,+34000,2,+0.16
1286000,141643,183065,20140714,1298000,1300000,1286000,+2000,2,+0.10
1284000,215592,278177,20140711,1300000,1302000,1282000,-22000,5,+0.15
1306000,179204,234205,20140710,1308000,1311000,1302000,-2000,5,+0.12
1308000,236598,307252,20140709,1287000,1308000,1283000,+13000,2,+0.16
1295000,241464,314081,20140708,1294000,1319000,1287000,+3000,2,+0.16
1292000,188741,244190,20140707,1291000,1301000,1290000,-14000,5,+0.13
1306000,119577,156618,20140704,1322000,1326000,1303000,-12000,5,+0.08
1318000,170861,225828,20140703,1336000,1336000,1316000,-12000,5,+0.12
1330000,222785,294733,20140702,1317000,1331000,1306000,+20000,2,+0.15
1310000,174508,228076,20140701,1308000,1314000,1301000,-12000,5,+0.12
1322000,177621,234171,20140630,1310000,1324000,1309000,+11000,2,+0.12
1311000,179061,234544,20140627,1307000,1319000,1306000,-14000,5,+0.12
1325000,255306,337989,20140626,1309000,1343000,1307000,+5000,2,+0.17
1320000,204638,270817,20140625,1330000,1333000,1318000,-25000,5,+0.14
1345000,237817,319853,20140624,1340000,1354000,1332000,+23000,2,+0.16
1322000,249765,330157,20140623,1321000,1332000,1316000,+21000,2,+0.17
1301000,478053,623374,20140620,1330000,1330000,1296000,-22000,5,+0.32
1323000,446794,594319,20140619,1345000,1349000,1320000,-35000,5,+0.30
1358000,220887,301642,20140618,1373000,1376000,1356000,-16000,5,+0.15
1374000,269535,367982,20140617,1360000,1378000,1351000,0,3,+0.18
1374000,306399,420265,20140616,1380000,1382000,1362000,+7000,2,+0.21
1367000,371781,511594,20140613,1402000,1404000,1363000,-46000,5,+0.25
1413000,258863,365643,20140612,1430000,1430000,1401000,-9000,5,+0.18
1422000,172515,245079,20140611,1412000,1430000,1412000,-14000,5,+0.12
1436000,184282,262588,20140610,1421000,1438000,1405000,+27000,2,+0.13
1409000,445392,635167,20140609,1470000,1473000,1402000,-48000,5,+0.30
1457000,270141,395979,20140605,1466000,1480000,1450000,-13000,5,+0.18
1470000,344685,509289,20140603,1484000,1495000,1465000,+15000,2,+0.23
1455000,148789,215510,20140602,1443000,1458000,1439000,+12000,2,+0.10
1443000,316621,461704,20140530,1470000,1482000,1443000,-17000,5,+0.21
1460000,250430,364996,20140529,1450000,1465000,1440000,+27000,2,+0.17
1433000,184019,259158,20140528,1419000,1435000,1409000,+26000,2,+0.12
1407000,94968,134022,20140527,1417000,1423000,1403000,-15000,5,+0.06
1422000,74712,106231,20140526,1420000,1432000,1415000,-6000,5,+0.05
1428000,170233,241635,20140523,1405000,1428000,1405000,+2000,2,+0.12
1426000,190800,274046,20140522,1441000,1448000,1426000,-15000,5,+0.13
1441000,216850,308977,20140521,1435000,1450000,1435000,-10000,5,+0.15
1451000,320146,454050,20140520,1445000,1454000,1435000,+3000,2,+0.22
1448000,385621,545817,20140519,1428000,1450000,1408000,+20000,2,+0.26
1428000,317130,449503,20140516,1400000,1437000,1399000,+18000,2,+0.22
1410000,136134,192304,20140515,1414000,1419000,1403000,-5000,5,+0.09
1415000,222075,312952,20140514,1409000,1415000,1401000,+15000,2,+0.15
1400000,242148,340821,20140513,1388000,1425000,1388000,+12000,2,+0.16
1388000,318896,437335,20140512,1336000,1395000,1332000,+53000,2,+0.22
1335000,263141,352313,20140509,1356000,1358000,1326000,-15000,5,+0.18
1350000,325638,439829,20140508,1355000,1355000,1344000,+6000,2,+0.22
1344000,283794,382347,20140507,1350000,1356000,1340000,-2000,5,+0.19
1346000,298867,403936,20140502,1354000,1359000,1344000,+3000,2,+0.20
1343000,300946,405469,20140430,1380000,1381000,1326000,-17000,5,+0.20
1360000,218184,297995,20140429,1389000,1395000,1351000,-28000,5,+0.15
1388000,188629,263569,20140428,1404000,1406000,1382000,-11000,5,+0.13
1399000,305396,432284,20140425,1420000,1428000,1398000,-8000,5,+0.21
1407000,210924,296543,20140424,1409000,1409000,1399000,+18000,2,+0.14
1389000,190015,264335,20140423,1394000,1395000,1382000,+14000,2,+0.13
1375000,121686,167573,20140422,1374000,1384000,1371000,-5000,5,+0.08
1380000,65985,91019,20140421,1379000,1386000,1375000,+2000,2,+0.04
1378000,190367,261787,20140418,1370000,1379000,1370000,+8000,2,+0.13
1370000,144833,198630,20140417,1376000,1380000,1366000,-10000,5,+0.10
1380000,186171,256952,20140416,1370000,1392000,1363000,+10000,2,+0.13
1370000,219396,301391,20140415,1386000,1387000,1369000,0,3,+0.15
1370000,211720,290282,20140414,1365000,1386000,1365000,+5000,2,+0.14
1365000,213187,290642,20140411,1362000,1368000,1359000,-15000,5,+0.14
1380000,199984,274807,20140410,1369000,1380000,1360000,+9000,2,+0.14
1371000,321232,440794,20140409,1394000,1395000,1364000,-23000,5,+0.22
1394000,212164,295215,20140408,1387000,1399000,1375000,-3000,5,+0.14
1397000,215235,298992,20140407,1397000,1397000,1374000,+17000,2,+0.15
1380000,368007,508612,20140404,1377000,1397000,1377000,-10000,5,+0.25
1390000,381976,528837,20140403,1351000,1395000,1351000,+33000,2,+0.26
1357000,262001,353529,20140402,1350000,1357000,1343000,+18000,2,+0.18
1339000,221620,295954,20140401,1345000,1345000,1331000,-4000,5,+0.15
1343000,265197,354429,20140331,1345000,1345000,1322000,+8000,2,+0.18
1335000,212974,283604,20140328,1320000,1338000,1320000,+2000,2,+0.14
1333000,417557,550729,20140327,1290000,1333000,1285000,+48000,2,+0.28
1285000,348894,446392,20140326,1269000,1290000,1248000,+38000,2,+0.24
1247000,272500,341207,20140325,1269000,1270000,1241000,-26000,5,+0.18
1273000,141478,179192,20140324,1260000,1274000,1259000,0,3,+0.10
1273000,166426,211019,20140321,1269000,1273000,1262000,+11000,2,+0.11
1262000,118788,150380,20140320,1270000,1272000,1262000,-7000,5,+0.08
1269000,152771,194389,20140319,1280000,1285000,1268000,-9000,5,+0.10
1278000,220912,281609,20140318,1270000,1283000,1266000,+12000,2,+0.15
1266000,176400,223045,20140317,1275000,1276000,1258000,-9000,5,+0.12
1275000,216736,276988,20140314,1270000,1285000,1270000,-15000,5,+0.15
1290000,235004,305449,20140313,1294000,1313000,1290000,-4000,5,+0.16
1294000,251585,327253,20140312,1320000,1320000,1293000,-28000,5,+0.17
1322000,181596,239350,20140311,1320000,1327000,1309000,+2000,2,+0.12
1320000,173152,229123,20140310,1320000,1330000,1317000,-19000,5,+0.12
1339000,150973,201700,20140307,1339000,1339000,1329000,+13000,2,+0.10
1326000,172335,227400,20140306,1329000,1329000,1310000,-4000,5,+0.12
1330000,149830,199955,20140305,1335000,1341000,1330000,+15000,2,+0.10
1315000,158003,208548,20140304,1320000,1329000,1315000,-10000,5,+0.11
1325000,242083,321224,20140303,1336000,1340000,1321000,-24000,5,+0.16
1349000,284647,381517,20140228,1337000,1349000,1332000,+8000,2,+0.19
1341000,157827,210849,20140227,1335000,1342000,1330000,-1000,5,+0.11
1342000,258361,345330,20140226,1337000,1343000,1325000,+8000,2,+0.18
1334000,175706,234418,20140225,1332000,1340000,1326000,+6000,2,+0.12
1328000,148501,197786,20140224,1334000,1345000,1321000,-2000,5,+0.10
1330000,286924,380307,20140221,1333000,1333000,1300000,+44000,2,+0.19
1286000,190866,245899,20140220,1290000,1296000,1281000,-4000,5,+0.13
1290000,123595,159224,20140219,1300000,1300000,1280000,-5000,5,+0.08
1295000,118213,152436,20140218,1285000,1299000,1282000,+10000,2,+0.08
1285000,187733,242211,20140217,1292000,1306000,1280000,-16000,5,+0.13
1301000,124415,161935,20140214,1296000,1308000,1292000,+3000,2,+0.08
1298000,116769,151835,20140213,1300000,1320000,1290000,-9000,5,+0.08
1307000,200548,264143,20140212,1331000,1331000,1305000,-4000,5,+0.14
1311000,253680,329454,20140211,1281000,1315000,1272000,+34000,2,+0.17
1277000,155993,198568,20140210,1271000,1281000,1262000,+2000,2,+0.11
1275000,198872,252969,20140207,1275000,1279000,1263000,+16000,2,+0.14
1259000,303949,381510,20140206,1245000,1267000,1240000,+22000,2,+0.21
1237000,298533,370566,20140205,1245000,1255000,1234000,-12000,5,+0.20
1249000,320660,401896,20140204,1263000,1263000,1249000,-23000,5,+0.22
1272000,325184,415732,20140203,1286000,1288000,1271000,-8000,5,+0.22
1280000,383637,491487,20140129,1280000,1288000,1277000,-3000,5,+0.26
1283000,234027,299917,20140128,1273000,1293000,1273000,-9000,5,+0.16
1292000,266926,344766,20140127,1293000,1304000,1285000,-15000,5,+0.18
1307000,280035,365145,20140124,1300000,1318000,1291000,+8000,2,+0.19
1299000,206739,270226,20140123,1316000,1322000,1299000,-29000,5,+0.14
1328000,216530,285667,20140122,1314000,1328000,1312000,+4000,2,+0.15
1324000,151246,199877,20140121,1315000,1327000,1311000,+8000,2,+0.10
1316000,173656,227653,20140120,1305000,1319000,1296000,+24000,2,+0.12
1292000,255485,332004,20140117,1301000,1315000,1292000,-9000,5,+0.17
1301000,195049,253878,20140116,1300000,1310000,1293000,+2000,2,+0.13
1299000,234949,307545,20140115,1330000,1331000,1298000,-14000,5,+0.16
1313000,294333,386809,20140114,1297000,1330000,1290000,+18000,2,+0.20
1295000,328987,424396,20140113,1283000,1297000,1273000,+23000,2,+0.22
1272000,363783,464479,20140110,1275000,1286000,1272000,-3000,5,+0.25
1275000,425019,546626,20140109,1307000,1307000,1275000,-16000,5,+0.29
1291000,409493,529460,20140108,1300000,1304000,1287000,-13000,5,+0.28
1304000,395264,516334,20140107,1300000,1318000,1295000,-3000,5,+0.27
1307000,394716,516319,20140106,1303000,1320000,1296000,+11000,2,+0.27
1296000,529932,686657,20140103,1300000,1311000,1287000,-13000,5,+0.36
1309000,620500,820401,20140102,1348000,1355000,1302000,-63000,5,+0.42
1372000,338162,463833,20131230,1396000,1397000,1360000,-24000,5,+0.23
1396000,210200,294290,20131227,1410000,1411000,1395000,-12000,5,+0.14
1408000,246156,347059,20131226,1408000,1415000,1401000,-7000,5,+0.17
1415000,219607,312243,20131224,1430000,1432000,1415000,-18000,5,+0.15
1433000,212784,305057,20131223,1437000,1438000,1429000,+6000,2,+0.14
1427000,168148,239101,20131220,1413000,1427000,1413000,0,3,+0.11
1427000,211048,301172,20131219,1418000,1434000,1418000,+26000,2,+0.14
1401000,217984,305715,20131218,1405000,1410000,1394000,+6000,2,+0.15
1395000,155248,217950,20131217,1417000,1417000,1393000,-5000,5,+0.11
1400000,179088,249817,20131216,1391000,1404000,1383000,+10000,2,+0.12
1390000,201065,280438,20131213,1410000,1411000,1390000,-20000,5,+0.14
1410000,299241,419744,20131212,1396000,1410000,1396000,-10000,5,+0.20
1420000,212583,303268,20131211,1426000,1444000,1416000,-20000,5,0.00
1440000,155112,223376,20131210,1441000,1451000,1431000,-14000,5,0.00
1454000,139938,202766,20131209,1440000,1454000,1440000,+26000,2,0.00
1428000,182949,262428,20131206,1454000,1454000,1428000,-12000,5,0.00
1440000,209593,300927,20131205,1433000,1446000,1422000,+8000,2,0.00
1432000,216880,312577,20131204,1450000,1453000,1431000,-29000,5,0.00
1461000,155972,229008,20131203,1464000,1478000,1457000,-6000,5,0.00
1467000,149756,222096,20131202,1500000,1503000,1467000,-27000,5,0.00
1494000,135044,201438,20131129,1499000,1499000,1485000,0,3,0.00
1494000,212898,317249,20131128,1480000,1494000,1479000,+24000,2,0.00
1470000,187034,274830,20131127,1467000,1476000,1460000,-9000,5,0.00
1479000,171725,252655,20131126,1458000,1479000,1455000,+14000,2,0.00
1465000,132306,194052,20131125,1451000,1472000,1451000,+15000,2,0.00
1450000,171492,247415,20131122,1441000,1456000,1431000,+10000,2,0.00
1440000,180396,260539,20131121,1472000,1472000,1432000,-30000,5,0.00
1470000,163563,241147,20131120,1473000,1487000,1464000,-19000,5,0.00
1489000,163671,243049,20131119,1483000,1489000,1477000,+15000,2,0.00
1474000,127736,188058,20131118,1470000,1476000,1465000,+12000,2,0.00
1462000,166785,242183,20131115,1434000,1462000,1432000,+38000,2,0.00
1424000,202643,290704,20131114,1455000,1455000,1424000,+5000,2,0.00
1419000,199904,284317,20131113,1445000,1449000,1419000,-37000,5,0.00
1456000,195698,284776,20131112,1440000,1466000,1436000,+28000,2,0.00
1428000,171277,243724,20131111,1425000,1434000,1409000,+18000,2,0.00
1410000,273627,387500,20131108,1411000,1428000,1407000,-27000,5,0.00
1437000,260136,373519,20131107,1451000,1454000,1425000,-14000,5,0.00
1451000,244368,358129,20131106,1498000,1498000,1449000,-34000,5,0.00
1485000,160186,237622,20131105,1502000,1502000,1472000,-14000,5,0.00
1499000,217756,326201,20131104,1492000,1502000,1489000,-1000,5,0.00
1500000,227154,339403,20131101,1490000,1500000,1468000,+35000,2,0.00
1465000,252941,375030,20131031,1498000,1502000,1465000,-35000,5,0.00
1500000,211768,316721,20131030,1485000,1500000,1484000,+10000,2,0.00
1490000,206698,306897,20131029,1490000,1490000,1478000,+8000,2,0.00
1482000,226154,334156,20131028,1465000,1485000,1458000,+33000,2,0.00
1449000,134706,194227,20131025,1450000,1452000,1433000,0,3,0.00
1449000,178313,256126,20131024,1431000,1449000,1429000,+7000,2,0.00
1442000,171969,249200,20131023,1464000,1464000,1436000,-13000,5,0.00
1455000,247065,357153,20131022,1460000,1460000,1434000,-9000,5,0.00
1464000,142521,209077,20131021,1475000,1489000,1454000,-8000,5,0.00
1472000,157043,230975,20131018,1472000,1475000,1463000,+9000,2,0.00
1463000,181987,266350,20131017,1460000,1468000,1454000,+13000,2,0.00
1450000,160212,232745,20131016,1469000,1469000,1445000,-7000,5,0.00
1457000,200473,290659,20131015,1450000,1457000,1445000,+19000,2,0.00
1438000,147474,212990,20131014,1448000,1449000,1438000,-5000,5,0.00
1443000,225083,324418,20131011,1440000,1447000,1436000,+13000,2,0.00
1430000,276380,394875,20131010,1421000,1432000,1421000,0,3,0.00
1430000,210920,300990,20131008,1417000,1433000,1417000,-6000,5,0.00
1436000,204565,293046,20131007,1437000,1437000,1425000,+18000,2,0.00
1418000,315074,449525,20131004,1438000,1442000,1414000,0,3,0.00
1418000,351727,497156,20131002,1398000,1425000,1390000,+36000,2,0.00
1382000,195463,269510,20131001,1380000,1383000,1360000,+15000,2,0.00
1367000,233018,318864,20130930,1366000,1382000,1360000,+1000,2,0.00
1366000,232265,317634,20130927,1375000,1377000,1363000,-6000,5,0.00
1372000,207494,283084,20130926,1364000,1372000,1356000,+8000,2,0.00
1364000,223529,304608,20130925,1367000,1374000,1351000,-9000,5,0.00
1373000,302778,411244,20130924,1342000,1379000,1338000,+13000,2,0.00
1360000,487258,664768,20130923,1365000,1381000,1353000,-26000,5,0.00
1386000,343627,477550,20130917,1420000,1420000,1381000,-39000,5,0.00
1425000,234214,332341,20130916,1423000,1425000,1411000,+19000,2,0.00
1406000,245630,345253,20130913,1409000,1410000,1396000,-4000,5,0.00
1410000,436108,615362,20130912,1405000,1424000,1395000,+8000,2,0.00
1402000,267060,372822,20130911,1398000,1402000,1385000,+6000,2,0.00
1396000,294353,407659,20130910,1369000,1396000,1368000,+23000,2,0.00
1373000,185831,254497,20130909,1371000,1375000,1363000,+4000,2,0.00
1369000,238759,326638,20130906,1370000,1375000,1358000,+4000,2,0.00
1365000,302002,412258,20130905,1370000,1371000,1358000,+25000,2,0.00
1340000,218401,291647,20130904,1330000,1354000,1321000,+3000,2,0.00
1337000,235970,317482,20130903,1364000,1364000,1326000,-14000,5,0.00
1351000,201632,274120,20130902,1368000,1371000,1350000,-17000,5,0.00
1368000,342716,465948,20130830,1360000,1368000,1351000,+24000,2,0.00
1344000,326300,435824,20130829,1317000,1348000,1314000,+35000,2,0.00
1309000,189851,246936,20130828,1284000,1310000,1284000,+5000,2,0.00
1304000,182616,237963,20130827,1307000,1309000,1295000,+4000,2,0.00
1300000,230393,299471,20130826,1301000,1305000,1296000,+5000,2,0.00
1295000,344068,443631,20130823,1280000,1300000,1271000,+40000,2,0.00
1255000,239697,300769,20130822,1250000,1267000,1245000,-1000,5,0.00
1256000,246921,312100,20130821,1265000,1282000,1256000,-13000,5,0.00
1269000,284619,366501,20130820,1296000,1305000,1269000,-17000,5,0.00
1286000,129997,166909,20130819,1286000,1296000,1280000,-9000,5,0.00
1295000,228332,294767,20130816,1286000,1301000,1282000,-5000,5,0.00
1300000,260102,336806,20130814,1289000,1300000,1285000,+10000,2,0.00
1290000,418589,532574,20130813,1244000,1290000,1242000,+58000,2,0.00
1232000,202812,251021,20130812,1230000,1248000,1225000,+2000,2,0.00
1230000,241604,297884,20130809,1229000,1241000,1220000,+13000,2,0.00
1217000,358216,437846,20130808,1213000,1235000,1213000,-5000,5,0.00
1222000,315562,388029,20130807,1237000,1240000,1222000,-32000,5,0.00
1254000,289874,363247,20130806,1245000,1272000,1245000,-20000,5,0.00
1274000,161597,206436,20130805,1283000,1283000,1274000,-12000,5,0.00
1286000,224827,289872,20130802,1293000,1300000,1282000,+6000,2,0.00
1280000,181178,232282,20130801,1285000,1288000,1274000,0,3,0.00
1280000,254710,326680,20130731,1280000,1290000,1279000,-10000,5,0.00
1290000,188507,241181,20130730,1277000,1295000,1277000,+7000,2,0.00
1283000,236437,304034,20130729,1291000,1300000,1279000,-20000,5,0.00
1303000,272391,355555,20130726,1314000,1319000,1299000,-12000,5,0.00
1315000,169913,223621,20130725,1317000,1322000,1308000,0,3,0.00
1315000,175453,228814,20130724,1307000,1317000,1295000,+8000,2,0.00
1307000,238978,310069,20130723,1273000,1307000,1272000,+34000,2,0.00
1273000,207023,264204,20130722,1280000,1289000,1265000,0,3,0.00
1273000,325426,415183,20130719,1288000,1295000,1264000,-19000,5,0.00
1292000,314084,408711,20130718,1325000,1325000,1292000,-28000,5,0.00
1320000,246046,322939,20130717,1301000,1330000,1286000,+22000,2,0.00
1298000,186019,241387,20130716,1318000,1321000,1290000,-15000,5,0.00
1313000,192592,250977,20130715,1315000,1319000,1285000,+1000,2,0.00
1312000,227826,298753,20130712,1320000,1324000,1301000,0,3,0.00
1312000,415767,535277,20130711,1251000,1312000,1251000,+64000,2,0.00
1248000,346113,430601,20130710,1245000,1252000,1237000,+11000,2,0.00
1237000,393899,486968,20130709,1230000,1250000,1229000,+11000,2,0.00
1226000,529603,651003,20130708,1250000,1258000,1209000,-41000,5,0.00
1267000,607656,775743,20130705,1286000,1315000,1260000,-50000,5,0.00
1317000,180853,236167,20130704,1302000,1317000,1296000,+16000,2,0.00
1301000,256441,336275,20130703,1334000,1339000,1295000,-34000,5,0.00
1335000,204289,273205,20130702,1340000,1352000,1330000,+9000,2,0.00
1326000,256519,342305,20130701,1334000,1346000,1322000,-16000,5,0.00
