cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,pred_pre,pred_pre_sig,trde_tern_rt
32600,29120,9,19920114,32500,32700,32100,100,0,0.00
32500,25260,8,19920113,32600,32900,32000,100,0,0.00
32600,11190,4,19920111,33200,33200,32200,600,0,0.00
33200,28800,10,19920110,34800,34800,33200,-1300,4,0.00
34500,88110,30,19920109,33600,34500,33600,300,0,0.00
34200,66780,23,19920108,35500,35500,34200,-1300,4,0.00
35500,85350,30,19920107,34000,35900,34000,900,0,0.00
34600,152270,52,19920106,34600,34600,33700,+1300,1,0.00
33300,35540,12,19920104,33200,33300,33200,+1300,1,0.00
32000,11640,4,19920103,31400,32000,31400,700,0,0.00
31300,83280,26,19911226,31500,31900,31000,0,0,0.00
31300,52560,16,19911224,30300,31400,30300,1000,0,0.00
30300,104880,32,19911223,30200,30500,30000,0,0,0.00
30300,31280,9,19911221,30500,30500,30000,0,0,0.00
30300,37440,11,19911220,30100,30800,30100,200,0,0.00
30100,40860,12,19911219,29500,30200,29500,100,0,0.00
30000,33000,10,19911218,30500,30600,29900,500,0,0.00
30500,35050,11,19911217,30200,31000,30200,500,0,0.00
31000,21530,7,19911216,31400,31600,31000,400,0,0.00
31400,46060,15,19911214,31700,32000,31400,600,0,0.00
32000,40910,13,19911213,33200,33200,32000,700,0,0.00
32700,77620,25,19911212,31800,32700,31700,1000,0,0.00
31700,38170,12,19911211,31600,32400,31500,300,0,0.00
31400,47450,15,19911210,30100,31800,30100,400,0,0.00
31000,22270,7,19911209,30900,31200,30700,0,0,0.00
31000,20850,7,19911207,31500,31800,30900,600,0,0.00
31600,11960,4,19911206,31300,31900,31300,300,0,0.00
31300,19980,6,19911205,31500,31900,31000,300,0,0.00
31600,18500,6,19911204,31900,31900,31500,300,0,0.00
31900,26600,8,19911203,32200,32200,31700,100,0,0.00
32000,14280,5,19911202,32000,32300,31800,0,0,0.00
32000,18900,6,19911130,31600,32000,31600,400,0,0.00
31600,24220,8,19911129,32400,32400,31600,400,0,0.00
32000,16120,5,19911128,31800,32200,31800,200,0,0.00
31800,19340,6,19911127,32100,32400,31800,600,0,0.00
32400,100300,33,19911126,32900,33300,32400,500,0,0.00
32900,73720,24,19911125,32400,33600,32400,400,0,0.00
32500,21360,7,19911123,32200,32500,31900,300,0,0.00
32200,21450,7,19911122,32000,32200,31600,100,0,0.00
32100,14330,5,19911121,32100,32300,32100,0,0,0.00
32100,28040,9,19911120,31700,32100,31600,400,0,0.00
31700,26500,8,19911119,31900,32500,31500,300,0,0.00
32000,11940,4,19911118,31800,32500,31200,400,0,0.00
32400,21120,7,19911116,32500,32700,32300,100,0,0.00
32500,18280,6,19911115,32900,32900,32500,400,0,0.00
32900,12780,4,19911114,32900,33000,32700,0,0,0.00
32900,35380,12,19911113,32800,33300,32700,200,0,0.00
32700,19300,6,19911112,32700,33000,32500,0,0,0.00
32700,9910,3,19911111,32900,33200,32700,200,0,0.00
32900,17420,6,19911109,33300,33400,32900,200,0,0.00
33100,35890,12,19911108,33700,33800,33100,600,0,0.00
33700,45170,15,19911107,34200,34300,33400,100,0,0.00
33800,61300,21,19911106,32700,33800,32700,+1300,1,0.00
32500,41760,14,19911105,32600,33000,32200,0,0,0.00
32500,34120,11,19911104,32900,33000,32500,300,0,0.00
32800,13330,4,19911102,32700,32800,32400,100,0,0.00
32700,65890,22,19911101,33200,33400,32300,600,0,0.00
33300,52530,18,19911031,34100,34200,33300,800,0,0.00
34100,173330,59,19911030,33600,34600,33400,500,0,0.00
33600,96650,33,19911029,34500,34500,33500,900,0,0.00
34500,106250,37,19911028,34900,35500,34200,400,0,0.00
34900,87170,30,19911026,35500,35500,34700,1100,0,0.00
36000,79640,28,19911025,36600,36600,35100,400,0,0.00
36400,52020,19,19911024,37200,37200,36200,600,0,0.00
37000,43000,16,19911023,37000,37000,36800,0,0,0.00
37000,29530,11,19911022,37600,37700,37000,400,0,0.00
37400,37890,14,19911021,37300,38000,37200,400,0,0.00
37000,23360,9,19911019,37300,37300,37000,300,0,0.00
37300,38930,15,19911018,37600,38000,37300,300,0,0.00
37600,69350,26,19911017,37000,38000,36900,600,0,0.00
37000,21690,8,19911016,37500,37500,37000,500,0,0.00
37500,9780,4,19911015,37900,37900,37400,200,0,0.00
37700,13370,5,19911014,38100,38300,37500,600,0,0.00
38300,14650,6,19911012,38700,38700,38300,400,0,0.00
38700,16660,6,19911011,39300,39300,38700,500,0,0.00
39200,34430,14,19911010,39400,39500,39200,100,0,0.00
39300,36180,14,19911009,39200,39400,39000,100,0,0.00
39200,20130,8,19911008,39600,39700,39200,300,0,0.00
39500,48600,19,19911007,39400,39700,39400,0,0,0.00
39500,12020,5,19911005,39700,39900,39500,0,0,0.00
39500,33600,13,19911004,39500,40000,39500,0,0,0.00
39500,59330,24,19911002,39400,40000,39400,0,0,0.00
39500,42500,17,19911001,40200,40300,39500,500,0,0.00
40000,27360,11,19910930,39800,40300,39600,500,0,0.00
39500,51300,20,19910928,39300,39500,39200,200,0,0.00
39300,52850,21,19910927,39000,39300,38800,200,0,0.00
39100,7180,3,19910926,39300,39300,39100,200,0,0.00
39300,10540,4,19910925,39500,39500,39300,300,0,0.00
39600,34010,13,19910924,39600,39700,39400,100,0,0.00
39700,17940,7,19910920,39100,39700,39100,300,0,0.00
39400,24850,10,19910919,39000,39600,39000,100,0,0.00
39300,11090,4,19910918,39000,39300,38900,100,0,0.00
39200,10630,4,19910917,39000,39400,39000,0,0,0.00
39200,26110,10,19910916,39800,39800,39200,300,0,0.00
39500,19470,8,19910914,38700,39800,38700,800,0,0.00
38700,22590,9,19910913,38700,39000,38700,300,0,0.00
39000,18700,7,19910912,39000,39400,38600,200,0,0.00
39200,45460,18,19910911,39200,39800,39000,200,0,0.00
39000,19930,8,19910910,38800,39100,38600,200,0,0.00
38800,11060,4,19910909,38800,38900,38700,0,0,0.00
38800,3190,1,19910907,38500,38800,38500,200,0,0.00
38600,5770,2,19910906,38400,38900,38400,100,0,0.00
38500,22560,9,19910905,38800,39200,38500,300,0,0.00
38800,19210,7,19910904,39000,39200,38800,0,0,0.00
38800,6590,3,19910903,39000,39000,38700,200,0,0.00
39000,16570,6,19910902,39000,39100,38600,200,0,0.00
39200,14910,6,19910831,39200,39300,39000,0,0,0.00
39200,23460,9,19910830,39000,39500,38700,0,0,0.00
39200,10180,4,19910829,39300,39300,38600,100,0,0.00
39300,17600,7,19910828,38900,39300,38800,0,0,0.00
39300,25800,10,19910827,39300,39400,38800,100,0,0.00
39400,27980,11,19910826,38900,39500,38500,500,0,0.00
38900,35460,14,19910824,38000,39000,38000,600,0,0.00
38300,15900,6,19910823,39400,39600,38300,1100,0,0.00
39400,57830,23,19910822,39600,39700,39200,900,0,0.00
38500,27130,11,19910821,38500,39500,38300,100,0,0.00
38600,39770,15,19910820,38000,38600,37800,0,0,0.00
38600,65980,26,19910819,39500,39700,38600,-1300,4,0.00
39900,46380,18,19910817,39500,40200,39000,200,0,0.00
39700,19490,8,19910816,39000,39700,38500,1000,0,0.00
38700,24860,10,19910814,38700,39500,38600,100,0,0.00
38800,19950,8,19910813,38800,39000,38500,300,0,0.00
39100,24170,9,19910812,39000,39100,38500,200,0,0.00
39300,24480,10,19910810,39700,39700,39000,400,0,0.00
39700,37820,15,19910809,39000,39700,38700,500,0,0.00
39200,21650,8,19910808,39500,39700,39000,400,0,0.00
39600,25410,10,19910807,40800,41000,39500,1200,0,0.00
40800,98220,40,19910806,40600,41400,40400,200,0,0.00
40600,52010,21,19910805,40600,40800,40500,0,0,0.00
40600,42680,18,19910803,41000,41300,40600,400,0,0.00
41000,82500,34,19910802,41000,41200,40700,500,0,0.00
40500,95420,39,19910801,39400,41000,39400,800,0,0.00
39700,50980,21,19910731,40700,40800,39500,1000,0,0.00
40700,135710,56,19910730,40700,41500,40600,200,0,0.00
40500,101100,41,19910729,40300,41300,40000,200,0,0.00
40300,103090,42,19910727,40200,40500,40200,500,0,0.00
39800,87430,35,19910726,39500,39900,39400,200,0,0.00
39600,76900,31,19910725,40500,40600,39400,400,0,0.00
40000,75590,30,19910724,39700,40100,39400,300,0,0.00
39700,67200,27,19910723,39800,40000,39400,300,0,0.00
40000,94780,38,19910722,40700,40800,39600,400,0,0.00
40400,94950,39,19910720,40500,41200,40400,200,0,0.00
40200,173950,69,19910719,39200,40300,39000,1200,0,0.00
39000,98160,38,19910718,39200,39300,38700,0,0,0.00
39000,75870,29,19910716,38600,39200,38600,200,0,0.00
38800,133880,52,19910715,38700,39700,38500,100,0,0.00
38700,68410,27,19910713,39200,39200,38500,300,0,0.00
39000,170920,66,19910712,38100,39100,38100,1000,0,0.00
38000,102060,38,19910711,37000,38000,37000,+1300,1,0.00
36700,26750,10,19910710,36500,36700,36200,200,0,0.00
36500,50060,18,19910709,36800,36800,36200,100,0,0.00
36600,49220,18,19910708,36500,37000,36500,100,0,0.00
36500,73590,27,19910706,36500,36600,36400,0,0,0.00
36500,87330,32,19910705,36200,36900,36100,500,0,0.00
36000,55150,20,19910704,36100,36200,35900,100,0,0.00
35900,78600,28,19910703,36200,36400,35700,300,0,0.00
36200,124210,45,19910702,36100,36700,36000,400,0,0.00
35800,121680,43,19910701,34900,35800,34900,+1300,1,0.00
34500,19970,7,19910629,33700,34500,33700,600,0,0.00
33900,21360,7,19910628,33600,34000,33500,300,0,0.00
33600,80780,27,19910627,33000,33600,33000,200,0,0.00
33400,9460,3,19910626,33000,33400,33000,400,0,0.00
33000,29970,10,19910625,32700,33900,32200,200,0,0.00
33200,30960,10,19910624,33200,33300,32400,200,0,0.00
33400,21530,7,19910622,33400,33400,33200,0,0,0.00
33400,20950,7,19910621,33500,33600,33400,0,0,0.00
33400,22460,8,19910619,33400,33500,33400,0,0,0.00
33400,32330,11,19910618,33500,33600,33300,100,0,0.00
33300,22470,7,19910617,33200,33300,33000,100,0,0.00
33200,10350,3,19910615,33400,33400,33100,100,0,0.00
33100,15510,5,19910614,33200,33300,32700,100,0,0.00
33000,6810,2,19910613,32800,33000,32800,200,0,0.00
32800,7480,2,19910612,32700,32800,32700,100,0,0.00
32700,10570,3,19910611,32700,32800,32700,0,0,0.00
32700,34080,11,19910610,32800,33000,32600,300,0,0.00
33000,2940,1,19910608,33000,33000,32500,0,0,0.00
33000,8380,3,19910607,33000,33100,32600,200,0,0.00
33200,4450,1,19910605,32900,33200,32600,200,0,0.00
33000,5600,2,19910604,33000,33000,32300,0,0,0.00
33000,3910,1,19910603,33400,33400,32800,400,0,0.00
33400,8050,3,19910601,32700,33400,32700,200,0,0.00
33600,10910,4,19910531,32400,33600,32000,1200,0,0.00
32400,14080,5,19910530,32300,32600,32300,100,0,0.00
32300,6440,2,19910529,32300,32500,32000,200,0,0.00
32500,5120,2,19910528,33000,33000,32200,300,0,0.00
32800,8410,3,19910527,33000,33200,32400,200,0,0.00
33000,14850,5,19910525,33000,33000,32900,0,0,0.00
33000,5930,2,19910524,33300,33300,32900,300,0,0.00
33300,7600,3,19910523,33300,33300,33000,0,0,0.00
33300,8100,3,19910522,33500,33500,33000,200,0,0.00
33500,13610,5,19910520,33900,33900,33300,300,0,0.00
33800,7670,3,19910518,33700,34100,33700,100,0,0.00
33700,10710,4,19910517,33600,33800,33500,100,0,0.00
33600,20290,7,19910516,33500,33800,33300,100,0,0.00
33500,8600,3,19910515,33800,33800,33500,300,0,0.00
33800,9650,3,19910514,33500,33900,33500,300,0,0.00
33500,9640,3,19910513,33500,33600,33500,100,0,0.00
33600,4070,1,19910511,33500,33600,33500,100,0,0.00
33700,3640,1,19910510,33500,33700,33500,0,0,0.00
33700,8020,3,19910509,33400,33800,33400,300,0,0.00
33400,13340,4,19910508,33600,33600,33300,200,0,0.00
33600,15410,5,19910507,33900,33900,33600,300,0,0.00
33900,12580,4,19910506,34000,34000,33700,100,0,0.00
34000,4370,1,19910504,33600,34000,33600,200,0,0.00
33800,16690,6,19910503,33700,33900,33500,0,0,0.00
33800,28580,10,19910502,33800,34300,33800,200,0,0.00
33600,12240,4,19910501,33800,33800,33500,0,0,0.00
33600,13410,5,19910430,33400,33700,33400,200,0,0.00
33400,10790,4,19910429,33200,33800,33000,200,0,0.00
33200,4300,1,19910427,33200,33200,33000,0,0,0.00
33200,15250,5,19910426,33000,33300,33000,100,0,0.00
33100,10040,3,19910425,33100,33300,33100,200,0,0.00
33300,5220,2,19910424,33700,33800,33000,400,0,0.00
33700,14250,5,19910423,33200,33700,33200,500,0,0.00
33200,11360,4,19910422,33100,33200,33000,100,0,0.00
33300,4510,1,19910420,33400,33400,33000,100,0,0.00
33400,17610,6,19910419,34100,34100,33400,0,0,0.00
33400,26590,9,19910418,33600,33600,33000,100,0,0.00
33500,10720,4,19910417,33500,33700,33500,0,0,0.00
33500,17780,6,19910416,33500,33500,33300,200,0,0.00
33300,42980,14,19910415,33300,33500,33200,0,0,0.00
33300,7050,2,19910413,33300,33500,33000,0,0,0.00
33300,8530,3,19910412,33300,33300,33000,0,0,0.00
33300,9220,3,19910411,33600,33600,33200,100,0,0.00
33400,19140,6,19910410,34000,34000,33400,300,0,0.00
33700,10550,4,19910409,33900,33900,33500,0,0,0.00
33700,10030,3,19910408,33700,33900,33500,0,0,0.00
33700,3870,1,19910406,33500,33700,33500,0,0,0.00
33700,6270,2,19910404,33400,33700,33300,300,0,0.00
33400,3600,1,19910403,33100,33900,33100,300,0,0.00
33100,6890,2,19910402,33600,33600,33000,300,0,0.00
33400,3560,1,19910401,33600,34000,33400,600,0,0.00
34000,13620,5,19910330,34000,34000,33700,0,0,0.00
34000,13350,5,19910329,34100,34700,33800,200,0,0.00
33800,18120,6,19910328,33700,34100,33600,100,0,0.00
33700,25020,8,19910327,33700,34000,33500,200,0,0.00
33900,16110,5,19910325,33600,34000,33600,300,0,0.00
33600,5350,2,19910323,34000,34000,33500,300,0,0.00
33900,15040,5,19910322,34000,34000,33700,100,0,0.00
34000,47870,16,19910321,34000,34600,34000,100,0,0.00
34100,6990,2,19910320,34000,34200,34000,100,0,0.00
34000,23990,8,19910319,34400,34500,34000,600,0,0.00
34600,16450,6,19910318,35000,35000,34600,400,0,0.00
35000,18860,7,19910316,35600,35800,34600,400,0,0.00
35400,18500,7,19910315,34600,35600,34600,800,0,0.00
34600,19120,7,19910314,35000,35300,34300,400,0,0.00
35000,26680,9,19910313,35000,35300,34800,0,0,0.00
35000,24740,9,19910312,35500,35600,35000,300,0,0.00
35300,34150,12,19910311,35300,35700,35000,400,0,0.00
34900,43730,16,19910309,35000,36000,34900,100,0,0.00
35000,30010,10,19910308,34000,35100,33600,1200,0,0.00
33800,11060,4,19910307,34400,34500,33800,300,0,0.00
34100,10150,3,19910306,33600,34300,33600,500,0,0.00
33600,9840,3,19910305,33100,33700,33100,100,0,0.00
33500,17810,6,19910304,33700,33700,33500,400,0,0.00
33900,17570,6,19910302,34200,34300,33900,0,0,0.00
33900,26130,9,19910228,34000,34300,33400,100,0,0.00
34000,23530,8,19910227,33800,34000,33800,300,0,0.00
33700,31670,11,19910226,33800,34000,33600,100,0,0.00
33600,20870,7,19910225,34400,34400,33500,100,0,0.00
33500,10340,3,19910223,32600,33500,32600,900,0,0.00
32600,16450,5,19910222,33600,33600,32200,500,0,0.00
33100,21150,7,19910221,33000,33100,32700,0,0,0.00
33100,34020,11,19910220,33100,33400,33100,0,0,0.00
33100,32720,11,19910219,33000,33500,33000,400,0,0.00
32700,30480,10,19910218,32400,32700,32100,+1300,1,0.00
31400,31940,10,19910213,30900,31600,30900,500,0,0.00
30900,19010,6,19910212,30300,31300,30300,600,0,0.00
30300,2130,1,19910211,30400,30400,30300,100,0,0.00
30400,3850,1,19910209,30400,30600,30400,0,0,0.00
30400,10230,3,19910208,30600,30600,30200,300,0,0.00
30700,6150,2,19910207,30600,30700,30600,200,0,0.00
30500,6150,2,19910206,30600,31000,30500,0,0,0.00
30500,13170,4,19910205,31200,31300,30500,900,0,0.00
31400,37250,12,19910204,31000,31800,31000,100,0,0.00
31300,33590,11,19910202,30300,31600,30200,1000,0,0.00
30300,2790,1,19910201,30300,30600,30300,200,0,0.00
30500,7410,2,19910131,30500,30500,30300,0,0,0.00
30500,4610,1,19910130,30100,30700,30100,100,0,0.00
30600,11050,3,19910129,30600,30900,30300,0,0,0.00
30600,30200,9,19910128,30200,31000,30000,400,0,0.00
30200,10630,3,19910126,30400,30400,30000,100,0,0.00
30300,7270,2,19910125,30500,30900,30300,200,0,0.00
30500,15440,5,19910124,30000,30500,29800,400,0,0.00
30100,9870,3,19910123,29900,30300,29900,100,0,0.00
30000,3910,1,19910122,30300,30300,30000,200,0,0.00
30200,8230,3,19910121,31000,31000,30200,-1300,4,0.00
31500,4390,1,19910119,31000,31700,31000,300,0,0.00
31800,15630,5,19910118,32100,32100,30900,900,0,0.00
30900,3650,1,19910117,29500,30900,29500,+1000,1,0.00
29900,6990,2,19910116,29500,30000,29500,100,0,0.00
30000,15950,5,19910115,29900,30400,29900,1200,0,0.00
31200,11420,4,19910114,30700,31200,30200,500,0,0.00
30700,3240,1,19910112,30000,30700,30000,+1000,1,0.00
29700,9890,3,19910111,29600,30200,29600,0,0,0.00
29700,9150,3,19910110,30500,30500,29700,-1300,4,0.00
31000,2960,1,19910109,31500,31500,31000,500,0,0.00
31500,16540,5,19910108,32000,32000,31000,600,0,0.00
32100,13310,4,19910107,32200,32300,31800,400,0,0.00
32500,23320,8,19910105,32600,32700,32400,0,0,0.00
32500,7740,3,19910104,32700,32700,32300,400,0,0.00
32100,54880,18,19910103,32300,32300,31900,900,0,0.00
33000,30850,10,19901226,33000,33200,32900,0,0,0.00
33000,41700,14,19901224,32500,33200,32500,0,0,0.00
33000,37120,12,19901222,33200,33300,32800,100,0,0.00
33100,52720,17,19901221,33000,33200,32900,100,0,0.00
33200,41810,14,19901220,33000,33500,33000,300,0,0.00
33500,35850,12,19901219,33800,34000,33400,500,0,0.00
34000,32940,11,19901218,34300,34300,34000,0,0,0.00
34000,33810,12,19901217,34300,35000,34000,100,0,0.00
34100,24020,8,19901215,34000,34300,34000,200,0,0.00
34300,53000,18,19901214,34400,34500,34300,400,0,0.00
34700,40680,14,19901213,34900,35000,34500,300,0,0.00
35000,23100,8,19901212,35300,35300,34500,0,0,0.00
35000,43430,15,19901211,34000,35600,34000,400,0,0.00
34600,22560,8,19901210,34700,34800,34400,100,0,0.00
34700,18390,6,19901208,34900,34900,34500,200,0,0.00
34900,36860,13,19901207,34900,35000,34600,100,0,0.00
34800,24170,8,19901206,34900,35000,34500,0,0,0.00
34800,13580,5,19901205,34200,34900,34200,200,0,0.00
34600,9430,3,19901204,34700,34700,34600,100,0,0.00
34700,9290,3,19901203,34800,35400,34700,200,0,0.00
34500,13250,5,19901201,34500,34900,34500,300,0,0.00
34200,17350,6,19901130,33800,34200,33800,0,0,0.00
34200,13490,5,19901129,34600,34600,33700,300,0,0.00
34500,22060,8,19901128,34400,34800,34400,100,0,0.00
34400,16440,6,19901127,34100,34700,34000,400,0,0.00
34000,13320,5,19901126,33700,34300,33700,200,0,0.00
33800,12020,4,19901124,33800,33800,33300,100,0,0.00
33700,11740,4,19901123,33500,34000,33500,200,0,0.00
33500,12360,4,19901122,33500,34500,33500,300,0,0.00
33800,8120,3,19901121,33800,34000,33200,200,0,0.00
34000,14840,5,19901120,34100,34100,33400,500,0,0.00
34500,14470,5,19901119,34700,34700,33800,300,0,0.00
34800,10500,4,19901117,34700,34900,34500,100,0,0.00
34900,18810,7,19901116,34200,35000,34200,0,0,0.00
34900,11040,4,19901115,35200,35200,34500,300,0,0.00
35200,16020,6,19901114,35500,35500,34600,0,0,0.00
35200,20720,7,19901113,35000,35400,35000,200,0,0.00
35000,14570,5,19901112,34300,35400,34300,0,0,0.00
35000,7100,2,19901110,34900,35300,34800,0,0,0.00
35000,11590,4,19901109,34200,35300,34200,300,0,0.00
35300,12000,4,19901108,36000,36000,35000,300,0,0.00
35600,13720,5,19901107,35700,36200,35600,0,0,0.00
35600,11480,4,19901106,35500,36500,35500,300,0,0.00
35900,14680,5,19901105,35800,36300,35500,400,0,0.00
36300,11650,4,19901103,36000,36300,36000,0,0,0.00
36300,17980,7,19901102,37000,37500,35700,700,0,0.00
37000,23350,9,19901101,36100,37300,35900,600,0,0.00
36400,24860,9,19901031,36500,36500,35500,100,0,0.00
36500,35030,13,19901030,36600,37800,36000,100,0,0.00
36600,39070,15,19901029,37900,37900,36600,0,0,0.00
36600,34160,12,19901027,35700,36900,35700,400,0,0.00
37000,18530,7,19901026,37000,37000,37000,-1300,4,0.00
38300,11590,4,19901025,38300,38500,38300,-1300,4,0.00
39600,126380,50,19901024,39600,39600,39100,+1300,1,0.00
38300,58440,22,19901023,38000,38300,38000,+1300,1,0.00
37000,32100,12,19901022,35800,37300,35500,1000,0,0.00
36000,41310,15,19901020,36200,36500,36000,200,0,0.00
36200,72820,26,19901019,34800,36200,34800,+1300,1,0.00
34900,9240,3,19901018,35300,35300,34600,100,0,0.00
34800,15580,5,19901017,35000,35200,34500,300,0,0.00
34500,23150,8,19901016,36000,36000,34500,1000,0,0.00
35500,36450,13,19901015,35100,36300,35000,400,0,0.00
35100,12060,4,19901013,35200,35500,35100,100,0,0.00
35200,28720,10,19901012,34700,35600,34700,400,0,0.00
34800,9950,3,19901011,34400,35400,34300,500,0,0.00
34300,19800,7,19901010,33800,34300,33000,500,0,0.00
33800,27530,9,19901008,33700,33800,33700,100,0,0.00
33700,22740,8,19901006,33800,33900,32800,100,0,0.00
33800,26640,9,19901005,32500,33800,32500,+1300,1,0.00
32500,12860,4,19900929,32200,32500,32200,300,0,0.00
32200,16770,5,19900928,32100,32200,32000,100,0,0.00
32100,24350,8,19900927,32000,32200,31700,100,0,0.00
32000,17070,5,19900926,31700,32300,31700,300,0,0.00
31700,15610,5,19900925,31600,31900,31600,100,0,0.00
31600,21050,7,19900924,31500,31700,31500,100,0,0.00
31500,13590,4,19900922,31400,31600,31400,100,0,0.00
31400,57720,18,19900921,30100,31600,30100,0,0,0.00
31400,33110,10,19900920,31400,31500,31000,100,0,0.00
31300,55360,17,19900919,32100,32100,30900,0,0,0.00
31300,18240,6,19900918,30000,31300,30000,+1300,1,0.00
30000,20390,6,19900917,31000,31200,29900,1200,0,0.00
31200,22560,7,19900915,31600,31600,31200,400,0,0.00
31600,22090,7,19900914,31500,31600,31400,0,0,0.00
31600,7360,2,19900913,31600,31700,31600,0,0,0.00
31600,11750,4,19900912,32000,32100,31600,400,0,0.00
32000,5370,2,19900911,32000,32100,32000,0,0,0.00
32000,7040,2,19900910,32000,32300,32000,0,0,0.00
32000,10550,3,19900908,32400,32500,32000,400,0,0.00
32400,30360,10,19900907,32400,32400,31900,0,0,0.00
32400,39560,13,19900906,32500,32500,31900,0,0,0.00
32400,16370,5,19900905,32400,32400,31800,0,0,0.00
32400,9890,3,19900904,33000,33500,32400,500,0,0.00
32900,13440,4,19900903,32000,32900,31700,+1300,1,0.00
31600,6820,2,19900901,31600,32000,31600,0,0,0.00
31600,47900,15,19900831,31300,32300,31300,700,0,0.00
32300,13310,4,19900830,33400,33400,32300,-1300,4,0.00
33600,11830,4,19900829,34900,34900,32900,600,0,0.00
34200,14680,5,19900828,34000,34200,33900,+1300,1,0.00
32900,6150,2,19900827,32000,32900,32000,+1300,1,0.00
31600,10660,3,19900825,31700,31800,31000,300,0,0.00
31900,57150,18,19900824,31900,32200,30700,0,0,0.00
31900,112490,36,19900823,32000,32000,31000,100,0,0.00
32000,68310,22,19900822,32000,32200,30700,0,0,0.00
32000,25040,8,19900821,33300,33300,32000,-1300,4,0.00
33300,17660,6,19900820,33000,34200,33000,800,0,0.00
34100,10150,3,19900818,34000,34400,34000,100,0,0.00
34200,19180,7,19900817,33300,34300,33300,100,0,0.00
34300,27880,10,19900816,34900,35400,33600,600,0,0.00
34900,14360,5,19900814,35200,35500,34900,-1300,4,0.00
36200,11580,4,19900813,36400,36500,36100,300,0,0.00
36500,20710,8,19900811,36500,37000,36500,0,0,0.00
36500,35830,13,19900810,35800,37100,35500,700,0,0.00
35800,41880,15,19900809,35700,36000,35000,100,0,0.00
35700,20820,7,19900808,35500,35700,35400,300,0,0.00
36000,18400,7,19900807,36100,36100,35300,400,0,0.00
36400,19120,7,19900806,37000,37000,36300,500,0,0.00
36900,10790,4,19900804,37000,37100,36800,400,0,0.00
37300,19980,8,19900803,37800,37800,37100,900,0,0.00
38200,10760,4,19900802,38300,38300,38000,200,0,0.00
38000,18100,7,19900801,37400,38600,37400,600,0,0.00
37400,11070,4,19900731,36700,37500,36700,300,0,0.00
37100,11450,4,19900730,37500,37500,36900,400,0,0.00
37500,11210,4,19900728,36900,37500,36900,500,0,0.00
37000,21410,8,19900727,37100,37300,36700,0,0,0.00
37000,10940,4,19900726,37400,37500,37000,500,0,0.00
37500,9500,4,19900725,37400,38000,37400,0,0,0.00
37500,9620,4,19900724,37200,37500,37000,0,0,0.00
37500,9940,4,19900723,37700,37800,37500,300,0,0.00
37800,6680,3,19900721,38100,38100,37800,400,0,0.00
38200,12220,5,19900720,38500,38500,38100,0,0,0.00
38200,8250,3,19900719,38200,38600,38100,200,0,0.00
38400,12530,5,19900718,38600,39100,38400,300,0,0.00
38100,11040,4,19900716,38700,38700,38000,600,0,0.00
38700,18470,7,19900714,38500,38900,38500,200,0,0.00
38500,20150,8,19900713,39100,39100,38400,500,0,0.00
39000,33270,13,19900712,39500,39700,38700,700,0,0.00
39700,26260,10,19900711,39500,39800,39500,0,0,0.00
39700,18280,7,19900710,39500,39800,39000,200,0,0.00
39500,15290,6,19900709,39200,39600,39200,100,0,0.00
39400,8940,4,19900707,39300,39500,39000,100,0,0.00
39300,6520,3,19900706,39600,39800,39300,200,0,0.00
39500,20620,8,19900705,39800,40200,39500,600,0,0.00
40100,30590,12,19900704,40900,41000,40000,500,0,0.00
40600,9290,4,19900703,39500,40600,39500,+1300,1,0.00
39300,13690,5,19900702,39100,39300,39000,300,0,0.00
39000,17820,7,19900630,39000,39500,38800,500,0,0.00
39500,15690,6,19900629,39500,39600,39000,200,0,0.00
39700,40880,16,19900628,39600,39900,39300,100,0,0.00
39600,22890,9,19900627,40000,40000,39600,400,0,0.00
40000,37360,15,19900626,40200,40200,39600,200,0,0.00
40200,28240,11,19900625,40200,40200,39800,0,0,0.00
40200,13390,5,19900623,40100,40300,40100,200,0,0.00
40000,39100,16,19900622,40100,40200,39800,100,0,0.00
39900,18520,7,19900621,39900,40300,39900,0,0,0.00
39900,21290,9,19900620,40000,40500,39900,300,0,0.00
40200,33660,14,19900619,40100,41500,39800,400,0,0.00
40600,16450,7,19900618,41300,41300,40600,1000,0,0.00
41600,26750,11,19900616,41500,41600,41200,0,0,0.00
41600,36720,15,19900615,41600,41700,41300,0,0,0.00
41600,13410,6,19900614,42200,42200,41600,700,0,0.00
42300,36020,15,19900613,42500,42500,42000,400,0,0.00
42700,24870,11,19900612,42300,42700,42000,200,0,0.00
42500,17220,7,19900611,43200,43200,42500,900,0,0.00
43400,20840,9,19900609,43300,43500,43000,200,0,0.00
43600,55260,24,19900608,43200,43600,43200,100,0,0.00
43500,49610,22,19900607,43500,43700,43200,100,0,0.00
43600,56940,25,19900605,44000,44000,43100,400,0,0.00
44000,69680,31,19900604,44000,44500,43700,0,0,0.00
44000,91690,40,19900602,44000,44000,43000,+1600,1,0.00
42400,22720,10,19900601,42400,42400,42400,+1600,1,0.00
40800,25520,10,19900531,40800,41200,40800,200,0,0.00
40600,17840,7,19900530,39900,41200,39700,600,0,0.00
40000,7920,3,19900529,40200,40200,39600,200,0,0.00
39800,10660,4,19900528,40700,40700,39800,900,0,0.00
40700,12470,5,19900526,41000,41000,40300,100,0,0.00
40800,18880,8,19900525,40500,41000,40500,300,0,0.00
